release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
85.6,1.77,6.18,1.26,0.47,-0.08,2.32,-6.924094356,-124.3567616,-3.717569015,14.535832704082516,26.570273306646197,-26.76410671,3.65,1.76,85.3,1800,6.3,54.19,133,2.67,1.26,-1.26
88.5,1.89,6.06,1.22,0.66,1.02,0.66,-4.668127149,-128.6250344,-8.46007103,14.52121918099163,27.621334994707432,-23.28030753,3.65,1.74,88.4,1855,6.4,54.1,134,2.27,1.22,-1.22
97.6,1.79,6.13,0.42,1.74,-0.39,1.4,-6.815522386,-141.4724829,-11.1354481,7.326466047627065,37.06112565276352,-6.293110823,3.65,1.79,96.9,2459,6.4,54.05,143,0.7,0.42,-0.42
87.3,1.8,6.13,1.21,0.6,-0.22,1.54,-7.386128471,-126.7807421,-6.07650648,14.575981922339624,28.04986587,-24.60748105,3.65,1.76,87.3,1776,6.6,53.93,141,2.43,1.21,-1.21
96.1,1.9,6.06,1.12,1.08,0.76,1.96,-5.571262026,-139.6293403,-7.649554193,15.942609151715152,35.75427774149329,-16.43956643,3.65,1.86,95.7,2248,6.4,54.06,149,1.42,1.12,-1.12
88.7,1.71,6.12,1.36,0.5,0.28,2.33,-6.327092153,-128.902764,-4.18978451,16.51118117347246,28.804514943530563,-25.92928235,3.51,1.63,88.1,1858,6.2,54.35,135,2.43,1.36,-1.36
97.1,1.73,6.24,0.52,1.56,0.39,2.73,-4.767072298,-141.1802703,-7.388027072,8.023881220765098,34.679772808542644,-9.886224472,3.51,1.63,97,2234,6.5,54.04,148,0.88,0.52,-0.52
86.1,1.88,6.05,1.4,0.7,0.33,0.84,-6.505659924,-124.906761,-7.374963735,16.03948832809996,30.217923054515012,-23.42792189,3.51,1.63,85.1,1985,6.3,54.2,130,2.45,1.4,-1.4
98.1,1.74,6.06,1.19,1.06,-0.59,1.71,-9.064506426,-142.2157873,-8.611553887,18.34184468156647,37.63866226038085,-15.85178182,3.51,1.73,97.4,2228,6.4,54.05,147,1.36,1.19,-1.19
96.8,1.65,6.15,0.99,1,-1.52,1.96,-10.70422046,-140.3149521,-7.820267838,15.711152385887832,35.351131315828155,-17.29623831,3.51,1.63,96.1,2239,6.4,54.12,155,1.48,0.99,-0.99
88.5,1.8,6.08,1.36,0.41,-0.24,1.41,-7.802224281,-128.4903703,-6.11304084,16.70919173261065,28.109178238189813,-26.44437761,3.35,1.54,88.2,1818,6.3,54.17,133,2.52,1.36,-1.36
97,1.72,6.26,0.58,1.63,0.98,3.19,-3.283030394,-141.0164289,-6.26694004,8.529548340766766,37.510366434772216,-9.337352303,3.11,1.32,96.2,2365,6.3,54.24,158,0.84,0.58,-0.58
98.3,1.76,6.23,1.11,0.94,-0.26,1.81,-8.023876581,-142.4857254,-8.473411755,17.124387815026815,39.93863842067526,-17.45754762,3.35,1.54,97,2147,6.3,54.24,151,1.49,1.11,-1.11
97.2,1.75,6.29,-0.04,1.63,-0.35,4.92,-5.53941705,-141.2280856,-1.701088216,1.192023128465868,42.86715723469699,-10.61233117,3.35,1.49,95.6,2330,6.2,54.28,156,0.85,-0.04,0.04
86.8,1.92,6.11,1.44,0.39,0.98,2.56,-5.203811168,-126.1597559,-2.980828291,16.400746091771463,30.935191528838747,-27.55375331,3.27,1.38,86,1796,6.3,54.21,136,2.69,1.44,-1.44
97.2,1.61,6.17,-0.06,1.49,-0.79,3.85,-6.29186828,-141.30938,-4.027974272,0.7920673309540958,36.50179494,-11.60321086,3.35,1.51,96.8,2315,6.4,54.11,153,0.95,-0.06,0.06
97.1,1.57,6.18,1.14,1.17,0.29,2.07,-6.03327258,-140.9447141,-7.999785796,16.568773120350865,39.81711573898203,-14.88926487,3.33,1.41,96,2211,6.4,54.12,150,1.31,1.14,-1.14
86.5,2.03,6.01,1.42,0.2,0.21,2.05,-7.295744992,-125.6461783,-3.511166585,16.603150268950973,29.971417896386694,-29.49199525,3.47,1.64,86.4,1745,6.7,53.77,128,2.9,1.42,-1.42
98.1,1.79,6.05,1.41,1.26,-1.32,1.87,-11.68259147,-142.0102911,-8.619983373,21.99261033413357,38.51889896118848,-13.16797178,3.47,1.69,97.3,2251,6.5,53.97,148,1.17,1.41,-1.41
88.8,1.93,6.09,1.55,0.31,1.17,2.24,-5.121095332,-129.0065362,-3.854890186,18.307507452384996,33.914020832870264,-28.00880968,3.17,1.55,87.9,1806,6.5,54.05,136,2.65,1.55,-1.55
87.9,2.03,6.09,-0.24,0.39,0.29,3.1,-3.738442204,-127.8296446,-1.824573407,-1.711516539,30.437408373926477,-27.80996527,3.17,1.55,87.5,2082,6.4,54.05,201,2.61,-0.24,0.24
86.7,1.93,6.09,1.27,0.25,0.73,3.27,-5.486423452,-126.1393994,-0.990501094,14.73252326379488,28.700843895751945,-29.54975586,3.37,1.45,86.5,1757,6.4,54.08,132,2.81,1.27,-1.27
91.4,2.05,6.09,-0.39,0.54,-1.3,2.28,-7.590378429,-132.9090623,-4.85218312,-2.915778847,30.33799371890626,-24.86135496,3.44,1.64,91.2,2245,6.3,54.17,184,2.2,-0.39,-0.39
88.5,1.94,6.05,1.37,0.33,-0.33,0.99,-8.388162122,-128.3104511,-6.819991266,16.92270626333493,31.225062335839443,-27.11954808,3.41,1.64,87.8,1803,6.4,54.08,131,2.65,1.37,1.37
97.9,1.78,6.02,1.35,1.07,-0.01,1.3,-7.985481164,-141.9309491,-9.65505486,20.08006873649507,35.75131992582208,-15.49803292,3.44,1.52,97.7,2166,6.6,53.91,148,1.34,1.35,1.35
98.4,1.89,6.05,1.1,0.98,-0.08,3.83,-7.885593313,-143.108915,-2.856844313,16.84321295571875,31.74261821106552,-18.24916386,3.44,1.58,98.7,2107,6.4,54.12,144,1.37,1.1,1.1
90.9,2.01,5.98,-0.15,0.61,-0.57,1.41,-6.179658857,-132.2469403,-6.945840645,-0.592490374,25.72356018218304,-23.7340451,3.44,1.51,91.9,2104,6.7,53.79,163,2.13,-0.15,-0.15
96.7,1.94,6.07,1,1.11,-0.21,3.25,-8.028214711,-140.4530604,-4.408567573,15.179874863623905,36.26825114085777,-16.74091427,3.46,1.66,96.2,2199,6.5,54.05,150,1.37,1,-1
97.2,1.62,6.23,0.38,1.66,0.55,4,-3.71425641,-141.3528879,-4.178575577,5.937539685104672,35.78144122051262,-9.282642889,3.46,1.66,96.8,2434,6.3,54.16,153,0.78,0.38,-0.38
86,2.04,6.06,1.45,0.58,0.91,2.26,-5.633166521,-125.1506828,-3.958142352,16.423865012708063,25.29255582795101,-25.48147859,3.46,1.66,86.1,1789,6.3,54.15,134,2.5,1.45,-1.45
85.9,1.97,6.08,1.22,0.59,-1.28,0.62,-10.15076107,-124.4274772,-7.809572978,14.760437519256682,26.257640458300084,-24.50010325,3.32,1.62,85.6,1803,6.5,54,133,2.54,1.22,-1.22
90.7,1.94,6.13,-0.32,0.61,0.24,1.63,-3.577023865,-131.9022074,-6.640599752,-2.933188813,28.254231377682736,-23.84777624,3.46,1.67,90.9,2225,6.4,54.06,179,2.17,-0.32,0.32
96.8,1.93,6.03,1.25,0.85,-0.07,3.08,-8.219563125,-140.755648,-4.264999152,18.478057839946374,32.535509556071915,-20.11746473,3.63,1.71,96.9,2116,6.4,54.05,153,1.59,1.25,-1.25
89.7,1.86,6.12,-0.35,0.49,0.21,2.6,-3.335010071,-130.5922401,-3.745243541,-3.318865784,27.59477421579977,-25.99582271,3.54,1.69,90.1,2124,6.5,54.01,173,2.34,-0.35,0.35
97,1.73,6.19,0.3,1.32,1.04,3.35,-2.560628613,-141.1097864,-5.026398768,4.682148328657321,36.520545450311424,-13.60014489,3.29,1.55,96.7,2082,6.5,54.03,149,1.13,0.3,-0.3
97.2,1.69,6.17,0.48,1.26,-0.18,1.95,-6.122547418,-141.1471768,-8.665556547,7.897437650662257,32.93818046523886,-13.47913305,3.29,1.53,97.2,2183,6.5,54.02,146,1.16,0.48,-0.48
96.7,1.5,6.15,1.11,1.12,-0.64,2.88,-8.24936687,-140.3481088,-5.629414136,16.627869395771064,36.49193181620164,-16.21370223,3.29,1.55,96.1,2202,6.4,54.08,156,1.36,1.11,-1.11
89.8,1.79,6.06,1.54,0.51,0.53,2.15,-6.384493534,-130.4791912,-4.700733116,18.93309476,30.87857970256355,-25.45252296,3.65,1.76,89.3,1921,6.4,54.15,133,2.35,1.54,-1.54
88.2,1.82,6.18,1.55,0.66,0.96,2.13,-5.339516458,-128.0904558,-4.990172424,18.169105452512586,31.269684782002862,-24.06180674,3.65,1.76,87.7,1860,6.5,54.01,137,2.33,1.55,-1.55
99.3,1.62,6.14,1.12,1.45,-0.52,2.51,-8.533490079,-144.0029893,-7.81486996,17.774194069710717,39.84139474578372,-10.36754195,3.65,1.76,98.8,2388,6.6,53.89,155,0.92,1.12,-1.12
96.5,1.47,6.2,-0.02,1.66,-0.1,2.36,-4.158227529,-140.2066742,-8.384490915,0.728549723,35.07150585,-8.629211004,3.51,1.63,96.5,2347,6.6,53.88,147,0.82,-0.02,0.02
98,1.72,6.1,1.15,1.55,0.25,4.58,-6.642387995,-142.431496,-2.119285002,17.255836642070758,39.08722880641509,-10.99778453,3.51,1.68,97.3,2339,6.4,54.08,153,0.86,1.15,-1.15
97.7,1.44,6.34,0.38,1.6,0.52,2.95,-3.366587035,-142.0379564,-7.278196708,5.994894322328158,35.91951086338535,-9.034305814,3.34,1.64,97.4,2386,6.4,54.08,159,0.81,0.38,-0.38
97,1.48,6.19,0.97,1.23,0.04,2.7,-6.059353881,-140.9964794,-6.618751517,14.259334326658047,32.043964068082495,-14.41367147,3.32,1.51,97.2,2275,6.5,54.02,149,1.2,0.97,-0.97
98.2,1.43,6.38,0.39,1.51,-0.68,2.93,-6.615046746,-142.5623308,-7.272119826,7.042747732,38.381006290223866,-10.16541495,3.57,1.66,97.7,2568,6.5,54,156,0.9,0.39,0.39
89.7,1.78,6.15,-0.4,0.12,-0.68,2.24,-5.249635316,-130.5187225,-3.896794445,-3.316525374,29.65305727,-30.15191767,3.57,1.66,89.7,2250,6.5,54.01,199,2.73,-0.4,-0.4
87.6,1.58,6.22,1.35,0.06,0.37,1.93,-5.721684295,-127.2761478,-4.185435922,15.814975920774078,31.85520252244189,-30.73257718,3.57,1.66,86.9,2011,6.4,54.06,138,2.97,1.35,1.35
98,1.45,6.24,1.08,1.5,-0.32,2.63,-7.28390845,-142.2185409,-7.697607403,16.36823704669119,36.071421221093146,-10.15265654,3.57,1.66,97.8,2501,6.6,53.93,154,0.9,1.08,1.08
98.8,1.33,6.18,1.02,1.47,-0.92,1.52,-8.505197929,-143.1978148,-10.59393356,16.049685581731673,36.80852775010255,-9.561218473,3.25,1.51,98.5,2434,6.6,53.92,159,0.91,1.02,-1.02
98.9,1.56,6.2,0.75,1.54,1.06,2.58,-3.152174595,-143.6722874,-7.962070391,11.15221321010711,39.54462100155493,-9.166175905,3.33,1.54,98.5,2462,6.6,53.91,151,0.83,0.75,-0.75
86.5,1.7,6.24,1.56,0.29,0.22,1.54,-6.727689985,-125.6002951,-5.462749732,17.88302442198853,29.73592857815527,-28.06194908,3.27,1.49,85.9,1811,6.4,54.1,129,2.81,1.56,-1.56
97.2,1.44,6.2,1.31,1.23,-1.51,2.36,-10.9113768,-140.828822,-7.486682965,20.005954532283045,35.66694717067143,-14.13460297,3.38,1.55,96.8,2298,6.6,53.92,154,1.22,1.31,-1.31
97.6,1.64,6.15,1.28,1.15,0.24,3.28,-6.742653347,-141.8331141,-4.793346383,18.80365155946344,36.53024139937665,-15.79005588,3.27,1.49,97.5,2415,6.6,53.92,157,1.28,1.28,-1.28
88.5,1.92,6.17,-0.04,0.49,-0.19,1.69,-5.081328681,-128.772993,-5.873122817,0.7010245727440901,28.029751441686653,-25.69275804,3.06,1.44,88.6,2288,6.5,54.01,167,2.43,-0.04,-0.04
89.1,1.87,6.22,-0.01,0.65,0.15,1.31,-4.214297637,-129.5586934,-7.39528496,0.7487233000494118,27.92329885694428,-23.51082754,3.16,1.5,89.4,2295,6.6,53.93,157,2.24,-0.01,-0.01
99.6,1.41,6.25,0.3,1.59,-0.21,1.98,-5.150741228,-144.5206792,-9.944199446,5.550864150679692,39.76563055228168,-7.742547653,3.56,1.63,98.9,2480,6.4,54.06,154,0.76,0.3,-0.3
99.5,1.61,6.25,0.33,1.66,0.43,2.97,-4.036394088,-144.6407573,-7.395276882,5.6219581956391895,39.01900020055864,-7.40071364,3.56,1.63,99,2552,6.4,54.06,150,0.68,0.33,-0.33
96.1,1.41,6.29,0.22,1.59,-0.47,2.62,-5.515686548,-139.5806773,-7.69356625,4.3113602425892505,35.84547689391793,-9.849556427,3.56,1.63,95.9,2330,6.6,53.89,158,0.92,0.22,-0.22
88.6,1.7,6.13,1.2,0.56,-0.05,0.73,-6.74536501,-128.569854,-8.225616273,14.69782115979312,27.75034812,-24.37894103,3.57,1.61,88.3,1876,6.4,54.14,144,2.37,1.2,-1.2
96.4,1.44,6.36,0.36,1.69,0.61,3.9,-3.026790853,-140.1746207,-4.750333495,5.519346029891507,35.19243202847849,-9.106343829,3.52,1.64,96.1,2416,6.4,54.07,156,0.79,0.36,-0.36
85.9,1.71,6.28,1.33,0.64,0.24,2.13,-6.181697964,-124.8665858,-4.819567982,15.14715381887194,27.226702708676346,-24.6801859,3.51,1.56,85.8,1821,6.5,54.04,132,2.48,1.33,-1.33
98.2,1.44,6.32,0.25,1.39,-0.3,3.76,-5.314007747,-142.8266237,-4.635580241,4.798121202420469,35.796237468525746,-12.33618105,3.49,1.65,98,2403,6.4,54.08,156,0.99,0.25,-0.25
90.3,1.77,6.1,1.33,0.57,1.36,0.86,-3.85585966,-131.247185,-8.269121239,16.190527409384956,29.461647636729797,-24.00846396,3.42,1.46,90.1,1926,6.4,54.1,136,2.25,1.33,-1.33
88.6,1.9,6.15,1.39,0.52,1.16,2.15,-4.716863792,-128.8902554,-4.753045965,16.464440947755143,29.299342786644967,-25.50555805,3.49,1.65,88.6,1910,6.5,54,133,2.4,1.39,-1.39
88.4,1.88,6.22,1.44,0.6,2.28,3.07,-2.016436742,-128.6467053,-2.765874865,16.247571153671828,31.13345042,-25.17768927,3.57,1.71,88.1,1872,6.5,54.05,141,2.36,1.44,-1.44
98.9,1.51,6.26,0.56,1.64,-0.59,2.12,-7.069484524,-143.5059977,-9.57174811,9.565333067758726,38.429719431509504,-7.467568999,3.49,1.65,98.4,2453,6.5,53.97,159,0.74,0.56,-0.56
99.4,1.61,6.31,0.42,1.68,0.62,2.9,-3.701007331,-144.3754786,-7.799255421,6.744602859133924,38.440760915104285,-7.119663032,3.24,1.57,98.9,2475,6.5,54.05,157,0.67,0.42,-0.42
98.3,1.44,6.32,0.13,1.57,-1.44,3.76,-8.138815461,-142.7828415,-5.045630855,3.874043744918655,36.039374921390525,-9.810711162,3.17,1.47,98,2427,6.4,54.06,164,0.82,0.13,-0.13
90.1,1.74,6.16,1.13,0.69,0.91,1.21,-4.447280969,-130.9204708,-7.756032551,13.899317444604558,30.832801588382207,-22.66247397,3.12,1.46,89.8,1965,6.4,54.07,141,2.15,1.13,-1.13
91.1,1.84,6.13,1.24,0.65,1.63,1.32,-3.20388931,-132.4026154,-7.500467317,15.236901845202272,31.94703443601642,-23.03060076,3.15,1.46,90.7,2010,6.4,54.11,146,2.13,1.24,-1.24
88.5,1.92,6.12,1.24,0.35,-0.13,1.18,-7.58162224,-128.4736025,-6.595673552,15.415578352545015,31.247121407701748,-26.96327304,3.24,1.57,87.9,1874,6.5,54.04,138,2.62,1.24,-1.24
89.8,1.84,6.23,-0.09,0.7,0.41,1.86,-3.336180663,-130.6790428,-6.284646867,-0.330906502,29.18601477361994,-22.9945547,3.29,1.52,89.7,2171,6.3,54.16,166,2.14,-0.09,0.09
99.5,1.69,6.26,0.35,1.54,-0.42,2.38,-6.596908238,-144.3975598,-8.767985642,6.566931801904218,37.34843235257671,-8.729398525,3.36,1.59,99.1,2504,6.5,54.04,155,0.8,0.35,-0.35
86.2,1.84,6.11,1.53,0.54,-0.24,1.46,-8.079668113,-125.1029732,-5.794320966,17.787483020701213,29.634164947837327,-25.42841433,3.36,1.59,85.6,1841,6.5,54.03,132,2.59,1.53,-1.53
89,1.88,6.17,1.64,0.17,1.05,0.79,-5.483741323,-129.2151144,-7.362033053,19.40575409759925,33.713160738230954,-28.58989168,3.31,1.42,88.3,1824,6.5,53.97,137,2.78,1.64,-1.64
97.8,1.8,6.27,1.24,1.21,0.22,3.23,-7.141888111,-142.1141514,-5.465731673,18.452076273838557,34.341247683412696,-14.74444917,3.36,1.59,97.7,2241,6.4,54.06,156,1.19,1.24,-1.24
98.9,1.57,6.15,1.14,1.05,0.25,1.98,-6.256483856,-143.6679899,-8.370697387,17.21214633756944,35.38137151324624,-15.88250901,3.38,1.56,98.9,2329,6.5,53.99,159,1.3,1.14,1.14
97.4,1.59,6.24,1.19,1.15,0.12,3.99,-6.698930456,-141.6861912,-3.122098249,17.611095670888123,34.86723374220823,-16.27605343,3.38,1.56,97.4,2243,6.5,54.03,159,1.27,1.19,1.19
90.5,1.74,6.18,1.44,0.69,1.08,1.87,-4.728311861,-131.5874884,-6.228761551,17.71124780115591,30.933111699050567,-22.97640262,3.22,1.53,90.3,2081,6.5,54.03,138,2.12,1.44,-1.44
97.5,1.5,6.28,1.16,1.18,0.39,3.35,-5.685408567,-141.8042427,-5.060450376,16.942851453695837,35.079608911982874,-15.31633594,3.18,1.59,97.5,2325,6.5,53.98,159,1.24,1.16,-1.16
96.9,1.59,6.2,1.34,1.15,0.23,2.51,-6.694736226,-140.7635364,-6.907435704,19.356478170908765,34.10651655175537,-15.46316311,3.22,1.53,96.8,2255,6.5,54.02,151,1.3,1.34,-1.34
99,1.5,6.2,1.08,1.32,-0.43,1.84,-7.814515416,-143.5668364,-9.44209434,16.92796581,38.90978735419521,-11.74694484,3.57,1.66,98.3,2330,6.5,54,153,1.05,1.08,1.08
89,1.88,6.24,-0.33,0.55,0.34,3.35,-3.110902365,-129.661576,-2.215726604,-3.058701609,28.231546486227767,-25.74763925,3.57,1.66,89.3,2187,6.5,54.02,193,2.33,-0.33,-0.33
86.5,1.75,6.19,1.1,1.02,-0.51,0.21,-7.591299066,-125.3274814,-9.981736296,13.174200874478236,29.051378304900936,-19.39246509,3.54,1.47,85.8,1870,6.4,54.12,133,2.09,1.1,1.1
96.9,1.57,6.26,0.42,1.57,-0.83,1.86,-7.378424898,-140.5698345,-9.710919971,7.3969200631768945,37.25598387,-9.256350913,3.27,1.49,96.4,2433,6.6,53.94,159,0.91,0.42,-0.42
97.2,1.53,6.3,1.05,1.4,-0.52,2.46,-7.898775073,-141.0694236,-7.881737409,15.949356909208284,35.82574752144706,-11.84728196,3.27,1.49,96.8,2178,6.5,54,154,1.05,1.05,-1.05
87.5,1.99,6.12,1.48,0.66,0.02,0.16,-7.793015663,-126.7877889,-9.510503886,17.57240780688752,28.58412075980612,-23.0667865,3.19,1.34,87.1,1823,6.5,53.99,134,2.36,1.48,-1.48
97.1,1.43,6.17,1.02,1.2,-1.84,1.63,-11.10382967,-140.5944347,-9.266033077,16.259319464672963,35.57347489640608,-14.1147611,3.27,1.46,96.5,2281,6.5,54,165,1.26,1.02,-1.02
87.7,1.89,6.19,-0.16,0.4,-0.4,2.34,-5.228862116,-127.550327,-3.974881368,-0.55019868,28.82487393047124,-27.16039568,3.06,1.44,87.8,2241,6.6,53.92,175,2.59,-0.16,-0.16
90.8,1.76,6.2,-0.08,0.53,-0.47,1.42,-5.428648253,-131.8760763,-7.095981429,0.378170253,31.28089335947332,-24.58237405,3.09,1.57,90.4,2242,6.4,54.08,163,2.27,-0.08,-0.08
88.8,1.84,6.23,-0.28,0.37,-0.02,2.18,-3.986407174,-129.2176286,-4.629090324,-2.24407608,29.066925526509472,-27.18621224,3.56,1.63,88.9,2144,6.5,53.97,185,2.54,-0.28,0.28
87.1,1.69,6.18,1.39,0.56,0.23,0.2,-6.367406134,-126.3923341,-9.265558673,16.25784841214409,28.776635108145797,-24.26256277,3.44,1.53,86.8,2062,6.5,53.97,140,2.49,1.39,-1.39
88,1.8,6.18,1.49,0.38,1.42,1.87,-4.039951753,-127.894924,-5.053129279,17.180595489597767,29.93499481430511,-27.07055762,3.54,1.59,87.6,2032,6.4,54.1,137,2.6,1.49,-1.49
97.5,1.5,6.29,0.3,1.5,0.42,2.54,-3.623124135,-141.7542156,-8.01372134,4.882585811340929,33.83160131822752,-10.32272125,3.62,1.68,97.7,2365,6.5,53.98,158,0.91,0.3,-0.3
97.4,1.45,6.24,0.3,1.5,-0.45,2.71,-5.810641629,-141.5110231,-7.331918177,5.4885306208372695,35.166939571794224,-10.56781633,3.49,1.65,97.2,2392,6.4,54.05,156,0.93,0.3,-0.3
97.5,1.46,6.23,1.15,1.25,-0.28,3.21,-7.3607597,-141.7033068,-5.429910817,17.303415805236384,36.321192465231135,-14.28859309,3.49,1.65,97.3,2172,6.5,53.98,159,1.18,1.15,-1.15
87.6,1.75,6.14,1.3,1.08,-0.29,0.68,-7.645630178,-127.0131658,-9.206588048,15.75762443580835,30.05237677338713,-18.5992891,3.46,1.52,87.3,1914,6.7,53.84,140,1.95,1.3,-1.3
98.5,1.45,6.28,1.22,1.33,-0.36,2.34,-7.75515574,-142.9119448,-8.231572564,18.58284339731749,37.76611716716023,-12.1614923,3.24,1.57,97.9,2251,6.5,54.05,155,1.06,1.22,-1.22
98.3,1.41,6.37,0.41,1.38,0.38,3.02,-3.761419303,-142.8533455,-6.758165219,6.576538548509172,36.94695058414112,-11.91985448,3.24,1.57,98,2324,6.5,54.01,156,1.01,0.41,-0.41
87.2,1.72,6.2,1.44,0.61,0.61,2.26,-5.665129963,-126.7549934,-4.533226206,16.63838715487537,28.350314088032228,-24.86264621,3.24,1.57,87.2,1977,6.6,53.91,144,2.42,1.44,-1.44
87.2,1.63,6.25,1.37,0.55,0.99,3.49,-4.346565061,-126.876325,-1.522428667,15.62720873975174,29.88380550096035,-26.22297761,3.15,1.46,86.9,1931,6.4,54.07,138,2.49,1.37,-1.37
97.4,1.49,6.29,1.11,1.27,-0.57,1.64,-8.091077044,-141.3028412,-9.826854334,16.783293415418374,34.49829167,-13.04065404,3.16,1.51,97.2,2185,6.5,54.01,157,1.16,1.11,-1.11
97,1.51,6.25,0.23,1.49,-1.22,3.15,-7.864242241,-140.9831831,-6.148662178,4.989611256629484,33.439865104796624,-11.08104829,3.22,1.5,97.1,2298,6.5,53.97,147,0.95,0.23,-0.23
88,1.64,6.22,1.39,0.44,0.87,1.28,-4.768092892,-127.8786806,-6.750329135,16.17178276851726,29.52222289039988,-25.99479217,3.36,1.59,88,1853,6.7,53.83,141,2.54,1.39,-1.39
88.3,1.76,6.25,-0.19,0.56,0.24,2.41,-3.34876988,-128.4862301,-4.445265381,-1.336449341,27.27850473948096,-25.21702386,3.46,1.66,88.6,2124,6.5,53.96,167,2.37,-0.19,0.19
91.6,1.67,6.18,-0.2,0.59,-0.69,1.48,-5.580877277,-133.1123167,-7.260972165,-1.071461929,30.899925064855186,-23.77100535,3.38,1.56,92,2178,6.8,53.74,186,2.16,-0.2,-0.2
88.7,1.74,6.18,-0.17,0.33,0.36,2.97,-3.022894807,-129.1729355,-2.491734962,-1.21817535,28.010556927479065,-28.13915036,3.38,1.56,88.9,2255,6.5,54.04,226,2.57,-0.17,-0.17
98.1,1.7,6.16,1.38,1.09,0.37,3.56,-6.827110962,-142.5836511,-3.991088808,20.38722699,37.00019162487583,-16.67202545,3.38,1.56,97.9,2169,6.5,53.95,154,1.31,1.38,1.38
91.1,1.68,6.2,1.48,0.55,1.27,1.27,-4.200245285,-132.3038825,-7.56254369,18.157612399351283,33.064928175903475,-24.13857893,3.22,1.53,90.6,2040,6.5,54.04,139,2.25,1.48,-1.48
98.2,1.63,6.24,0.35,1.4,-0.81,1.34,-7.459817551,-142.3664059,-10.95074759,6.710650185442188,37.47436241164994,-10.67381081,3.22,1.53,97.9,2242,6.7,53.84,160,1.01,0.35,-0.35
86.3,1.66,6.23,1.26,0.54,0.16,2.23,-6.123764673,-125.4081671,-4.267154981,14.560253520129322,29.290027067941946,-25.75689675,3.22,1.53,85.8,1928,6.4,54.12,138,2.57,1.26,-1.26
90.4,1.65,6.14,0.9,0.85,-0.27,1.45,-6.717298919,-131.2030569,-7.479808763,11.88158073479422,30.92052053945218,-20.84176913,3.09,1.51,90,1974,6.5,54.04,74,1.98,0.9,-0.9
98.3,1.52,6.3,1.05,1.31,0.24,3.5,-5.904227105,-142.9465857,-5.100089126,15.74559587992312,36.89063931321319,-13.25124767,3.14,1.54,98,2148,6.4,54.09,159,1.07,1.05,-1.05
97,1.33,6.33,1.14,1.5,0.42,3.01,-5.030382398,-141.0546871,-6.724260389,16.31410344750366,34.42233924231613,-10.88089504,3.57,1.66,97,2210,6.5,54,159,0.94,1.14,1.14
96.7,1.63,6.19,1.12,1.29,0.1,2.56,-6.649107436,-140.4417698,-6.987951292,16.406568440712253,34.21260864553042,-13.74654876,3.57,1.66,96.5,2275,6.5,54.05,157,1.18,1.12,1.12
88.9,1.72,6.15,1.58,0.36,0.98,1.57,-5.174362577,-129.2560321,-5.912488498,18.780861050953902,28.87855007369145,-27.08649694,3.27,1.49,89.1,1942,6.6,53.91,143,2.55,1.58,-1.58
88.9,1.75,6.22,1.56,0.29,1.74,2.62,-3.309543831,-129.3522721,-3.344908216,18.20223259042872,29.395047457109506,-28.39959254,3.37,1.51,89,1937,6.5,53.95,144,2.61,1.56,-1.56
98.2,1.59,6.2,1.37,1.06,-0.59,3.25,-9.102248817,-142.6842688,-4.935610502,20.82528339623468,34.467834012422536,-16.75453184,3.35,1.56,98.2,2313,6.5,54,160,1.32,1.37,-1.37
91,1.81,6.23,1.49,0.5,0.46,1.81,-6.607119832,-132.1854059,-6.199373714,18.85794283,30.595538664173844,-25.06740902,3.06,1.44,90.9,2046,6.5,53.96,145,2.28,1.49,1.49
90.2,1.79,6.2,-0.28,0.41,-0.36,1.97,-4.78102459,-131.2229643,-5.430959166,-2.202515106,27.894697496253624,-26.53533445,3.06,1.44,90.5,2255,6.5,53.99,190,2.4,-0.28,-0.28
87.9,1.78,6.18,1.49,0.24,0.41,2.04,-6.438774088,-127.6467077,-4.328887694,17.58254822,30.57063676686612,-28.79798696,3.06,1.44,87.7,1999,6.7,53.84,138,2.76,1.49,1.49
89.3,1.95,6.15,-0.24,0.62,0.5,2.01,-3.065750662,-130.0344797,-5.509076109,-2.095839736,28.018732960089867,-24.19164373,3.21,1.41,89.8,2128,6.6,53.88,166,2.24,-0.24,-0.24
88.6,1.94,6.22,-0.16,0.21,0.88,1.77,-2.26457677,-128.9568905,-5.254528107,-1.305069043,27.98407661976875,-28.89662541,3.28,1.55,88.9,2118,6.6,53.94,188,2.7,-0.16,-0.16
96.7,1.44,6.29,0.1,1.45,-0.17,2.28,-4.535566019,-140.5029488,-8.425035551,2.3530318468081046,33.94967343305063,-11.27948234,3.56,1.63,96.8,2354,6.6,53.91,158,1.01,0.1,-0.1
89.6,1.58,6.26,-0.3,0.58,0.26,0.66,-2.639604844,-130.2734494,-9.083864514,-2.915889648,27.431454423218856,-23.88101968,3.55,1.57,90.1,2266,6.6,53.85,162,2.27,-0.3,0.3
98.9,1.35,6.37,0.31,1.44,-0.31,3.72,-5.264591562,-143.8494126,-5.114578781,5.6567662817096656,35.83233996,-11.19855788,3.49,1.65,98.7,2430,6.4,54.14,163,0.9,0.31,-0.31
